couple_id,person1_age,person2_age,age_difference,relationship_years_before_marriage,education_level,person1_monthly_income,person2_monthly_income,financial_stability_score,communication_score,conflict_frequency_per_month,family_support_score,children_count,compatibility_score,marriage_type,marriage_duration_years
768,23,25,2,1,3,124186,22709,5,8,13,9,1,5,0,23.2
769,22,23,1,6,3,95831,33565,4,6,13,8,3,9,0,25.6
770,39,33,6,0,5,70051,22198,10,10,4,6,2,1,0,22.2
771,35,25,10,7,3,47781,115811,7,5,0,8,1,8,0,29.7
772,27,34,7,8,2,116974,40329,6,4,6,10,0,6,1,23.8
773,21,30,9,4,5,50701,103660,8,8,13,7,2,6,1,18.5
774,24,26,2,7,4,115811,35186,9,10,5,9,3,7,1,30.1
775,34,30,4,1,1,45213,23749,1,10,13,2,3,10,0,17.8
776,22,30,8,6,2,76426,113827,8,9,12,2,1,8,0,20.6
777,32,35,3,6,4,19993,61105,4,9,9,5,2,5,1,22.5
778,34,22,12,0,1,58206,115613,6,9,10,6,1,10,1,22.5
779,28,38,10,6,2,121105,120599,1,10,13,3,3,3,1,20.4
780,34,28,6,1,2,49030,94764,10,7,8,9,1,6,0,21.8
781,23,23,0,0,4,21024,94430,10,3,0,10,4,2,1,26.7
782,35,32,3,2,2,76131,50918,4,9,7,7,2,1,1,20.1
783,23,25,2,0,5,45110,26540,8,10,3,2,1,5,1,23.9
784,36,32,4,3,4,44390,76361,1,7,2,8,0,4,1,19.8
785,33,31,2,7,2,65135,51158,1,3,1,2,2,6,1,22.6
786,21,26,5,8,3,49875,37276,10,1,0,9,4,3,0,22.2
787,32,24,8,3,1,103862,30161,4,2,4,5,2,8,0,20.3
788,38,30,8,7,4,132311,79194,7,4,8,3,1,5,1,20.2
789,24,39,15,4,2,71957,106641,8,7,14,7,4,5,1,18.1
790,34,27,7,5,3,34847,70904,3,1,8,10,3,5,1,15.4
791,33,21,12,1,2,102588,68280,3,6,7,2,1,6,1,17.3
792,21,31,10,0,3,74039,72997,10,6,7,9,0,7,1,24.5
793,40,27,13,8,2,44979,85525,5,10,2,10,3,7,1,28.7
794,22,36,14,7,1,89936,67212,2,2,14,3,4,6,1,12.3
795,28,39,11,0,3,22675,96366,10,1,14,5,1,7,0,20.8
796,22,31,9,0,1,141179,24467,7,5,8,6,2,7,0,15.6
797,38,31,7,7,5,30339,63554,5,8,15,2,2,10,0,23.9
798,21,25,4,1,3,132211,41667,3,2,6,6,4,1,0,13.6
799,29,22,7,1,1,97767,21835,5,6,12,5,1,3,1,16.2
800,25,39,14,6,4,50079,80388,9,4,15,8,2,6,1,21.9
801,28,23,5,4,3,39704,58269,9,4,6,2,0,8,0,21.6
802,35,33,2,3,4,45403,56623,4,10,10,5,3,3,0,24.4
803,25,28,3,5,4,136602,125751,10,9,6,7,1,2,1,21.7
804,39,24,15,2,4,46094,109652,2,4,0,8,1,5,0,19.4
805,36,37,1,7,3,87619,27509,9,2,11,7,1,3,1,17.4
806,22,35,13,4,3,43641,18440,7,7,6,5,1,7,0,20.4
807,40,29,11,8,5,147398,79976,7,2,1,4,0,4,0,21.0
808,29,28,1,1,5,44484,48105,4,10,12,7,3,2,0,19.4
809,29,36,7,3,2,71366,57564,5,10,9,1,0,3,1,17.9
810,28,26,2,5,1,61685,36555,6,8,4,1,3,7,1,18.5
811,21,26,5,4,1,62754,101024,1,10,11,8,4,1,1,19.6
812,22,21,1,4,2,149896,33928,3,2,3,5,2,8,1,18.5
813,32,38,6,4,4,84463,59748,8,1,11,5,2,9,1,24.5
814,21,25,4,6,2,55128,58818,8,1,7,10,3,6,0,23.5
815,23,27,4,6,1,89807,126969,9,8,5,5,2,6,1,20.6
816,29,30,1,3,1,107987,121336,10,2,13,8,4,6,1,18.8
817,24,21,3,7,2,140242,101249,3,9,9,10,4,3,1,22.2
818,30,21,9,7,1,74970,49095,10,2,1,8,2,1,1,19.5
819,32,21,11,0,3,54102,57903,5,9,4,2,2,3,0,11.9
820,30,28,2,0,4,110964,44601,7,7,12,2,2,5,1,21.7
821,26,39,13,6,3,54484,101564,4,5,4,7,4,4,1,19.7
822,35,38,3,2,4,132528,24588,3,9,14,6,4,6,1,24.2
823,32,34,2,7,4,125546,72461,1,9,0,7,0,3,1,24.3
824,32,25,7,8,5,94898,19017,7,3,12,1,3,9,1,18.3
825,22,23,1,0,3,46062,55710,10,2,9,10,3,6,0,23.3
826,37,22,15,3,5,55788,85668,8,3,7,3,2,5,0,19.5
827,36,40,4,3,1,35600,12004,3,10,3,9,0,4,0,22.0
828,37,35,2,6,1,49932,51311,7,8,5,4,4,5,1,25.3
829,40,24,16,6,2,23677,36223,3,4,5,9,4,4,1,15.5
830,24,39,15,7,3,90137,63273,7,2,14,7,3,3,0,15.7
831,30,35,5,1,5,120086,13444,10,5,1,10,3,1,1,26.0
832,35,29,6,0,2,111781,77619,9,4,11,9,3,9,0,22.6
833,26,25,1,5,5,106943,72225,3,5,9,7,0,8,1,25.4
834,26,39,13,8,5,85954,28963,6,10,11,10,4,7,0,25.7
835,22,21,1,2,2,43307,99197,2,8,15,6,1,4,0,17.2
836,33,34,1,1,1,83662,27004,1,2,14,6,4,1,0,9.7
837,31,24,7,7,4,52921,95544,10,9,6,4,2,8,1,27.5
838,26,34,8,8,2,40549,88298,1,2,6,1,1,1,1,10.1
839,34,39,5,8,1,107315,36288,9,8,6,4,4,8,1,25.3
840,25,23,2,7,4,116597,126553,2,10,2,3,4,5,0,28.6
841,24,36,12,3,1,104748,14954,4,5,8,7,2,2,0,15.4
842,39,28,11,8,5,149084,52925,7,10,1,9,0,10,1,31.9
843,29,21,8,0,3,128468,46194,4,6,1,3,1,9,1,24.6
844,22,28,6,7,1,27269,57330,2,7,2,9,3,3,1,18.6
845,22,24,2,0,4,77046,97240,6,7,15,5,1,1,0,19.1
846,27,38,11,6,1,144398,18834,7,7,4,7,3,9,0,26.8
847,24,35,11,1,5,114392,58109,4,6,13,1,1,4,0,12.3
848,38,39,1,0,1,83515,118511,1,2,1,3,3,3,1,15.0
849,22,31,9,5,5,82027,50327,3,10,12,8,0,2,0,17.9
850,36,32,4,3,4,97355,60094,9,5,7,9,2,6,0,27.6
851,22,32,10,6,5,145456,48671,2,4,4,9,1,5,0,22.2
852,25,22,3,3,4,136951,26973,1,8,1,5,2,10,1,27.9
853,30,23,7,0,3,118646,76927,1,7,12,8,0,4,0,12.2
854,38,22,16,4,1,109174,15406,10,6,8,10,1,1,1,21.1
855,40,34,6,6,1,46628,84521,7,5,14,7,4,10,1,26.2
856,28,25,3,0,3,89930,23211,4,9,9,6,4,7,0,23.8
857,40,29,11,5,3,83670,114554,10,1,3,5,4,6,1,24.4
858,21,35,14,0,4,27700,59018,8,9,6,7,0,10,0,21.7
859,29,40,11,8,3,34788,69729,3,5,8,5,3,3,0,16.3
860,40,22,18,3,1,28093,36150,9,8,10,1,4,4,0,15.8
861,29,29,0,0,3,29726,90719,4,6,3,2,4,8,0,20.0
862,31,39,8,5,4,36715,96133,7,5,4,1,2,10,1,24.7
863,31,34,3,5,4,95086,93515,1,3,11,1,2,3,0,14.9
864,31,37,6,8,5,108191,40163,7,10,1,3,3,2,0,26.2
865,28,39,11,8,5,127597,82643,2,9,1,10,3,9,1,28.7
866,39,30,9,3,3,81720,116727,6,4,14,6,0,4,1,18.1
867,34,32,2,1,3,38039,59486,8,10,7,8,3,4,0,26.1
868,34,39,5,2,5,86230,116314,5,6,10,2,0,7,1,19.8
869,37,25,12,7,2,65163,126872,8,1,5,2,3,5,1,18.7
870,22,34,12,0,2,37140,29351,9,9,12,7,2,3,1,17.0
871,38,28,10,4,1,106292,129627,6,10,3,1,0,6,1,25.9
872,34,30,4,7,2,66090,106857,10,9,2,3,0,10,1,28.6
873,35,33,2,5,4,64326,78672,10,5,3,4,2,8,1,30.4
874,37,39,2,8,4,92778,54310,7,6,5,3,0,4,1,24.4
875,37,29,8,5,1,109054,49328,3,2,9,5,3,8,0,19.6
876,29,40,11,1,2,91040,30481,2,4,5,1,4,1,0,10.4
877,21,36,15,0,3,71252,48941,10,7,14,9,1,8,1,25.1
878,24,35,11,6,4,86958,23385,3,5,3,6,0,4,0,15.8
879,31,26,5,8,3,90380,71436,9,2,10,1,3,2,1,18.6
880,22,21,1,3,2,116620,126309,4,4,8,8,1,8,0,24.0
881,36,30,6,2,2,41255,79673,4,1,13,2,3,9,0,15.7
882,29,40,11,6,5,79529,95586,6,8,5,5,1,5,1,22.9
883,36,33,3,5,5,144080,50720,2,4,3,5,3,8,1,23.7
884,26,35,9,5,1,109115,103353,7,3,15,8,4,7,0,22.3
885,21,30,9,4,5,74388,128629,7,1,10,5,2,7,1,19.8
886,29,22,7,4,4,75395,56543,1,5,14,7,1,10,0,16.2
887,38,27,11,1,5,104424,28936,10,9,0,1,3,2,1,26.2
888,38,23,15,0,5,73171,59460,9,4,5,9,3,4,1,18.0
889,26,32,6,5,4,74522,84476,4,1,1,1,4,2,1,16.2
890,30,30,0,0,2,82830,16427,5,2,12,7,1,5,0,14.6
891,23,23,0,8,4,23283,13932,9,10,4,2,4,7,0,29.8
892,31,34,3,8,1,97207,47920,8,4,3,5,4,8,1,22.3
893,30,34,4,1,2,124517,85530,5,8,9,9,4,4,1,25.2
894,33,32,1,8,1,136559,41368,10,1,12,4,3,6,1,22.0
895,39,24,15,4,3,55688,118126,2,2,5,4,3,10,0,20.7
896,36,37,1,3,1,147346,45033,7,5,10,3,0,6,1,21.9
897,21,29,8,3,5,146116,83511,8,6,7,6,3,8,0,26.6
898,23,33,10,2,1,60491,80149,2,3,6,8,0,1,1,10.9
899,36,26,10,8,4,54664,110172,9,7,12,1,2,2,1,23.4
900,29,37,8,5,5,115421,85899,3,3,9,9,1,10,1,22.9
901,37,40,3,4,4,139341,39606,6,3,5,9,3,1,1,19.3
902,23,21,2,4,2,70236,102969,2,9,14,6,0,1,1,16.3
903,40,26,14,1,3,77252,57214,1,4,8,5,3,10,1,15.5
904,29,38,9,8,2,38309,89678,3,2,6,5,1,5,0,20.0
905,25,37,12,6,3,90676,117814,10,8,6,3,0,4,0,25.9
906,25,25,0,2,4,18064,54380,2,1,4,9,3,7,1,21.5
907,31,30,1,8,1,81117,85419,7,7,12,8,2,5,1,18.8
908,27,26,1,4,2,132620,85464,8,8,8,2,4,7,1,24.1
909,26,21,5,5,4,108699,107484,7,4,6,7,2,3,0,20.7
910,27,21,6,4,3,42669,60348,5,9,0,10,2,1,1,24.3
911,36,33,3,0,3,89873,93955,1,10,0,8,4,8,1,28.8
912,38,24,14,0,3,25559,92336,3,3,4,2,3,2,0,15.3
913,35,22,13,5,1,90739,123748,4,10,0,6,2,3,1,16.1
914,33,34,1,0,1,68578,120140,9,3,8,2,1,8,0,19.8
915,29,40,11,3,5,125282,34671,1,5,8,9,2,2,1,11.7
916,23,39,16,7,1,48477,23870,3,2,5,6,4,1,0,13.5
917,21,27,6,5,4,39305,126976,4,5,6,3,2,1,1,15.6
918,25,39,14,5,4,77234,121481,4,5,6,3,2,5,1,17.0
919,29,23,6,7,3,113319,57725,9,8,5,1,4,7,0,23.8
920,34,32,2,4,2,107700,103705,9,9,8,2,4,4,1,24.1
921,27,35,8,4,1,48224,79768,3,8,4,8,4,6,1,19.6
922,22,31,9,1,3,20070,32807,7,8,10,6,0,3,1,15.5
923,30,26,4,7,5,66800,110572,1,8,14,10,4,7,1,21.8
924,32,40,8,5,4,123159,51344,1,4,3,7,3,5,1,20.6
925,39,21,18,2,5,61616,51397,10,9,6,10,1,3,1,22.7
926,23,30,7,2,3,138248,63903,3,8,0,3,1,3,1,18.3
927,30,23,7,2,2,71299,69219,2,4,4,9,2,1,1,15.7
928,38,33,5,3,4,116642,120966,8,4,3,7,1,6,0,24.8
929,33,31,2,4,4,121245,82007,2,6,15,10,0,4,0,18.3
930,31,37,6,0,5,122380,22127,4,3,15,4,0,4,1,11.2
931,34,23,11,5,4,65153,67798,3,5,9,7,3,1,1,18.1
932,26,33,7,8,1,139876,117674,2,6,3,7,0,3,1,19.0
933,25,39,14,8,4,137194,13518,8,7,13,1,2,7,1,21.5
934,35,37,2,5,4,105834,122646,9,6,3,3,3,9,1,27.9
935,23,25,2,0,3,85590,37901,9,10,14,7,0,8,1,29.0
936,35,32,3,0,5,114808,45072,7,6,9,1,4,5,0,21.3
937,30,32,2,6,1,135118,54550,5,1,3,6,0,9,1,22.3
938,24,25,1,2,4,131010,129010,5,6,14,10,1,9,1,24.7
939,22,23,1,5,3,28036,31234,10,2,12,9,0,6,1,19.9
940,29,23,6,6,1,68238,86828,5,5,7,1,2,10,1,22.1
941,27,34,7,4,2,90575,77740,1,10,12,3,2,5,0,17.5
942,34,25,9,4,3,139226,90522,6,2,7,4,0,6,0,17.7
943,23,40,17,4,5,138755,89059,7,10,10,9,3,8,0,24.6
944,35,25,10,7,4,73217,81761,3,7,8,7,0,10,0,25.3
945,36,38,2,5,1,72408,110043,9,6,9,5,2,8,1,29.5
946,26,40,14,5,5,131123,66446,1,5,15,4,3,9,0,18.5
947,33,40,7,1,1,121743,40613,4,2,9,3,1,7,1,15.2
948,40,29,11,5,3,45692,99062,6,9,12,4,3,8,1,25.1
949,30,35,5,2,2,122871,49802,1,9,10,8,1,2,1,15.3
950,34,34,0,3,1,76770,30162,10,10,2,10,4,7,0,29.7
951,31,40,9,3,2,141709,101700,2,6,0,10,3,9,0,26.2
952,32,28,4,2,4,70372,54300,3,5,2,1,1,10,1,20.7
953,35,28,7,7,2,64367,72477,9,2,10,3,1,8,0,21.1
954,34,37,3,7,4,36445,114634,7,5,3,10,4,1,1,24.2
955,36,22,14,4,4,28461,59628,7,9,14,7,0,2,0,19.1
956,39,24,15,2,3,126237,98053,6,3,7,8,1,5,0,13.9
957,31,23,8,7,4,82154,111218,5,6,9,8,2,8,1,21.1
958,25,25,0,8,3,24800,40969,6,10,11,5,2,3,1,20.7
959,36,35,1,4,2,51699,31205,10,5,12,5,1,1,0,16.7
960,21,29,8,5,5,124389,74517,10,3,11,3,4,9,1,22.8
961,37,32,5,6,4,62334,126135,9,8,5,8,3,1,0,23.2
962,28,25,3,4,5,49350,97196,4,6,15,8,4,1,0,18.4
963,27,32,5,0,4,43910,55190,9,2,8,9,4,9,0,23.7
964,39,37,2,3,2,85127,116499,3,4,7,8,1,1,1,17.1
965,38,29,9,1,2,34690,29373,9,5,1,4,1,4,1,16.7
966,22,31,9,1,2,143383,27257,8,2,15,4,0,9,0,17.1
967,40,36,4,4,5,20517,88246,7,2,14,4,4,10,1,24.6
968,34,40,6,4,4,64276,55075,9,8,9,5,2,9,0,26.6
969,31,29,2,8,5,98951,94040,8,2,5,8,0,6,1,22.8
970,34,30,4,1,4,107766,95608,9,3,6,2,1,4,1,19.2
971,37,30,7,5,5,141699,25489,5,10,6,10,1,6,0,27.1
972,26,26,0,2,3,142197,97654,10,7,8,4,2,8,1,28.5
973,32,25,7,4,3,110781,120689,6,8,9,7,4,7,1,30.8
974,22,34,12,5,2,137770,112538,5,1,6,4,2,5,1,16.6
975,21,31,10,6,4,103376,85147,9,4,6,10,4,8,1,27.8
976,31,36,5,7,1,120252,102151,8,4,8,10,4,7,0,26.6
977,24,22,2,5,3,114848,69425,5,2,15,3,0,6,1,18.1
978,39,30,9,3,5,41070,69443,4,6,8,9,4,5,0,16.5
979,25,23,2,5,3,134874,109946,4,3,10,8,1,8,1,19.4
980,29,29,0,0,2,49245,96179,7,7,12,8,0,9,0,26.2
981,37,32,5,0,5,132611,16205,9,6,15,5,4,6,0,20.9
982,38,24,14,8,2,40997,87225,8,10,6,2,3,5,1,20.6
983,35,25,10,5,1,65624,96913,10,6,14,9,3,1,1,18.8
984,33,21,12,0,2,102511,67987,3,5,7,10,2,9,1,20.3
985,27,39,12,5,5,58004,36752,3,4,9,3,0,1,0,12.7
986,23,31,8,5,2,72737,38437,5,3,13,5,1,4,1,11.6
987,21,25,4,7,1,116333,15332,8,4,12,1,3,8,1,22.1
988,39,24,15,1,2,49903,33349,4,2,15,10,2,6,1,18.0
989,27,27,0,1,5,112334,74649,5,9,3,8,0,1,1,22.4
990,24,32,8,5,3,35119,68904,5,4,2,7,3,1,1,15.5
991,31,22,9,2,2,64493,86000,1,3,4,3,3,1,0,9.8
992,30,32,2,6,2,127901,34599,3,9,4,3,2,2,0,19.1
993,21,36,15,3,3,123815,93960,6,5,10,1,0,6,0,16.2
994,25,34,9,0,5,116837,111942,10,9,5,3,0,1,1,20.0
995,28,23,5,6,1,47467,74349,8,7,14,3,4,1,1,12.1
996,29,25,4,5,5,113835,92427,2,8,15,10,1,3,0,19.4
997,37,25,12,2,2,39545,109410,2,7,9,10,0,4,0,16.5
998,30,31,1,7,5,87920,111600,3,6,13,6,1,10,0,28.0
999,33,22,11,3,2,21754,30737,1,4,5,7,2,1,1,9.8
1000,39,33,6,7,2,136801,93436,5,9,14,2,2,9,1,24.7
